Description,Value,Date,ID
Inventarios corrientes,38704.10542,2017-12-31,COLBUN
Activos biológicos corrientes,0.0,2017-12-31,COLBUN
"Activos por impuestos corrientes, corrientes",11313.8958,2017-12-31,COLBUN
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,705757.00564,2017-12-31,COLBUN
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2017-12-31,COLBUN
Activos corrientes totales,705757.00564,2017-12-31,COLBUN
Otros activos financieros no corrientes,13022.36174,2017-12-31,COLBUN
Otros activos no financieros no corrientes,17846.91698,2017-12-31,COLBUN
Cuentas por cobrar no corrientes,0.0,2017-12-31,COLBUN
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2017-12-31,COLBUN
"Inventarios, no corrientes",0.0,2017-12-31,COLBUN
Inversiones contabilizadas utilizando el método de la participación,23561.695560000004,2017-12-31,COLBUN
Activos intangibles distintos de la plusvalía,81250.25974000001,2017-12-31,COLBUN
Plusvalía,0.0,2017-12-31,COLBUN
"Propiedades, planta y equipo",3393847.5951600005,2017-12-31,COLBUN
Activos biológicos no corrientes,0.0,2017-12-31,COLBUN
Propiedad de inversión,0.0,2017-12-31,COLBUN
"Activos por impuestos corrientes, no corrientes",0.0,2017-12-31,COLBUN
Activos por impuestos diferidos,23600.454420000002,2017-12-31,COLBUN
Total de activos no corrientes,3553129.2836,2017-12-31,COLBUN
Total de activos,4258886.28924,2017-12-31,COLBUN
Otros pasivos financieros corrientes,35323.47152000001,2017-12-31,COLBUN
Cuentas por pagar comerciales y otras cuentas por pagar,119741.49904000001,2017-12-31,COLBUN
"Cuentas por pagar a entidades relacionadas, corrientes",8341.76798,2017-12-31,COLBUN
Otras provisiones a corto plazo,18301.564560000003,2017-12-31,COLBUN
"Pasivos por impuestos corrientes, corrientes",12172.127700000001,2017-12-31,COLBUN
Provisiones corrientes por beneficios a los empleados,10658.6865,2017-12-31,COLBUN
Otros pasivos no financieros corrientes,13741.55392,2017-12-31,COLBUN
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,218280.67122,2017-12-31,COLBUN
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-12-31,COLBUN
Pasivos corrientes totales,218280.67122,2017-12-31,COLBUN
Otros pasivos financieros no corrientes,985604.5879200001,2017-12-31,COLBUN
Cuentas por pagar no corrientes,7951.10328,2017-12-31,COLBUN
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-12-31,COLBUN
Otras provisiones a largo plazo,20541.58058,2017-12-31,COLBUN
Pasivo por impuestos diferidos,564800.26012,2017-12-31,COLBUN
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-12-31,COLBUN
Provisiones no corrientes por beneficios a los empleados,23642.289380000002,2017-12-31,COLBUN
Otros pasivos no financieros no corrientes,7511.8362,2017-12-31,COLBUN
Total de pasivos no corrientes,1610051.65748,2017-12-31,COLBUN
Total de pasivos,1828332.3287,2017-12-31,COLBUN
Capital emitido,789199.90946,2017-12-31,COLBUN
Ganancias (pérdidas) acumuladas,985442.16984,2017-12-31,COLBUN
Prima de emisión,32357.4959,2017-12-31,COLBUN
Acciones propias en cartera,0.0,2017-12-31,COLBUN
Otras participaciones en el patrimonio,0.0,2017-12-31,COLBUN
Otras reservas,484407.00184000004,2017-12-31,COLBUN
Patrimonio atribuible a los propietarios de la controladora,2291406.57704,2017-12-31,COLBUN
Participaciones no controladoras,139147.3835,2017-12-31,COLBUN
Patrimonio total,2430553.96054,2017-12-31,COLBUN
Total de patrimonio y pasivos,4258886.28924,2017-12-31,COLBUN
Efectivo y equivalentes al efectivo,825443.13488,2017-12-31,COPEC
Otros activos financieros corrientes,115141.49910000002,2017-12-31,COPEC
Otros activos no financieros corrientes,92476.7943,2017-12-31,COPEC
Deudores comerciales y otras cuentas por cobrar corrientes,1064827.08254,2017-12-31,COPEC
"Cuentas por cobrar a entidades relacionadas, corrientes",25582.078040000004,2017-12-31,COPEC
Inventarios corrientes,924962.96774,2017-12-31,COPEC
Activos biológicos corrientes,191548.13178,2017-12-31,COPEC
"Activos por impuestos corrientes, corrientes",53799.75856,2017-12-31,COPEC
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,3293781.44694,2017-12-31,COPEC
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,6340.45732,2017-12-31,COPEC
Activos corrientes totales,3300121.90426,2017-12-31,COPEC
Otros activos financieros no corrientes,57846.67572000001,2017-12-31,COPEC
Otros activos no financieros no corrientes,85052.93456000001,2017-12-31,COPEC
Cuentas por cobrar no corrientes,19735.02716,2017-12-31,COPEC
"Cuentas por cobrar a entidades relacionadas, no corrientes",5004.8147,2017-12-31,COPEC
"Inventarios, no corrientes",0.0,2017-12-31,COPEC
Inversiones contabilizadas utilizando el método de la participación,612458.89264,2017-12-31,COPEC
Activos intangibles distintos de la plusvalía,507731.22248,2017-12-31,COPEC
Plusvalía,243244.45316,2017-12-31,COPEC
"Propiedades, planta y equipo",6454159.81952,2017-12-31,COPEC
Activos biológicos no corrientes,2128135.80212,2017-12-31,COPEC
Propiedad de inversión,27203.182740000004,2017-12-31,COPEC
"Activos por impuestos corrientes, no corrientes",0.0,2017-12-31,COPEC
Activos por impuestos diferidos,201325.82324,2017-12-31,COPEC
Total de activos no corrientes,10341898.64804,2017-12-31,COPEC
Total de activos,13642020.5523,2017-12-31,COPEC
Otros pasivos financieros corrientes,595956.23136,2017-12-31,COPEC
Cuentas por pagar comerciales y otras cuentas por pagar,1075430.39924,2017-12-31,COPEC
"Cuentas por pagar a entidades relacionadas, corrientes",6181.11534,2017-12-31,COPEC
Otras provisiones a corto plazo,13178.0124,2017-12-31,COPEC
"Pasivos por impuestos corrientes, corrientes",25429.50348,2017-12-31,COPEC
Provisiones corrientes por beneficios a los empleados,7321.118,2017-12-31,COPEC
Otros pasivos no financieros corrientes,167820.32682,2017-12-31,COPEC
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,1891316.70664,2017-12-31,COPEC
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-12-31,COPEC
Pasivos corrientes totales,1891316.70664,2017-12-31,COPEC
Otros pasivos financieros no corrientes,3461646.68482,2017-12-31,COPEC
Cuentas por pagar no corrientes,645.36578,2017-12-31,COPEC
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-12-31,COPEC
Otras provisiones a largo plazo,42421.26466,2017-12-31,COPEC
Pasivo por impuestos diferidos,1341966.46638,2017-12-31,COPEC
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-12-31,COPEC
Provisiones no corrientes por beneficios a los empleados,72559.0468,2017-12-31,COPEC
Otros pasivos no financieros no corrientes,117290.46256,2017-12-31,COPEC
Total de pasivos no corrientes,5036529.291,2017-12-31,COPEC
Total de pasivos,6927845.997640001,2017-12-31,COPEC
Capital emitido,422111.05508,2017-12-31,COPEC
Ganancias (pérdidas) acumuladas,6520363.0285,2017-12-31,COPEC
Prima de emisión,0.0,2017-12-31,COPEC
Acciones propias en cartera,0.0,2017-12-31,COPEC
Otras participaciones en el patrimonio,0.0,2017-12-31,COPEC
Otras reservas,-545216.5770800001,2017-12-31,COPEC
Patrimonio atribuible a los propietarios de la controladora,6397257.5065,2017-12-31,COPEC
Participaciones no controladoras,316917.04816,2017-12-31,COPEC
Patrimonio total,6714174.55466,2017-12-31,COPEC
Total de patrimonio y pasivos,13642020.5523,2017-12-31,COPEC
Efectivo y equivalentes al efectivo,17292.60376,2017-12-31,NUTRAVALOR
Otros activos financieros corrientes,25.83924,2017-12-31,NUTRAVALOR
Otros activos no financieros corrientes,3878.9621,2017-12-31,NUTRAVALOR
Deudores comerciales y otras cuentas por cobrar corrientes,39534.65242,2017-12-31,NUTRAVALOR
"Cuentas por cobrar a entidades relacionadas, corrientes",11207.46274,2017-12-31,NUTRAVALOR
Inventarios corrientes,72953.40282,2017-12-31,NUTRAVALOR
Activos biológicos corrientes,0.0,2017-12-31,NUTRAVALOR
"Activos por impuestos corrientes, corrientes",18746.36862,2017-12-31,NUTRAVALOR
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,163639.29170000003,2017-12-31,NUTRAVALOR
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2017-12-31,NUTRAVALOR
Activos corrientes totales,163639.29170000003,2017-12-31,NUTRAVALOR
Otros activos financieros no corrientes,54314.082480000005,2017-12-31,NUTRAVALOR
Otros activos no financieros no corrientes,22.76314,2017-12-31,NUTRAVALOR
Cuentas por cobrar no corrientes,485.40858000000003,2017-12-31,NUTRAVALOR
"Cuentas por cobrar a entidades relacionadas, no corrientes",9505.149,2017-12-31,NUTRAVALOR
"Inventarios, no corrientes",0.0,2017-12-31,NUTRAVALOR
Inversiones contabilizadas utilizando el método de la participación,87390.15534,2017-12-31,NUTRAVALOR
Activos intangibles distintos de la plusvalía,1406.3929200000002,2017-12-31,NUTRAVALOR
Plusvalía,0.0,2017-12-31,NUTRAVALOR
"Propiedades, planta y equipo",162641.40486,2017-12-31,NUTRAVALOR
Activos biológicos no corrientes,0.0,2017-12-31,NUTRAVALOR
Propiedad de inversión,0.0,2017-12-31,NUTRAVALOR
"Activos por impuestos corrientes, no corrientes",0.0,2017-12-31,NUTRAVALOR
Activos por impuestos diferidos,13838.758679999999,2017-12-31,NUTRAVALOR
Total de activos no corrientes,329604.115,2017-12-31,NUTRAVALOR
Total de activos,493243.40670000005,2017-12-31,NUTRAVALOR
Otros pasivos financieros corrientes,125266.17464,2017-12-31,NUTRAVALOR
Cuentas por pagar comerciales y otras cuentas por pagar,21688.35066,2017-12-31,NUTRAVALOR
"Cuentas por pagar a entidades relacionadas, corrientes",3798.9835,2017-12-31,NUTRAVALOR
Otras provisiones a corto plazo,0.0,2017-12-31,NUTRAVALOR
"Pasivos por impuestos corrientes, corrientes",2024.0738000000001,2017-12-31,NUTRAVALOR
Provisiones corrientes por beneficios a los empleados,2853.3903600000003,2017-12-31,NUTRAVALOR
Otros pasivos no financieros corrientes,101.5113,2017-12-31,NUTRAVALOR
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,155732.48426000003,2017-12-31,NUTRAVALOR
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-12-31,NUTRAVALOR
Pasivos corrientes totales,155732.48426000003,2017-12-31,NUTRAVALOR
Otros pasivos financieros no corrientes,36297.98,2017-12-31,NUTRAVALOR
Cuentas por pagar no corrientes,1.23044,2017-12-31,NUTRAVALOR
"Cuentas por pagar a entidades relacionadas, no corrientes",2634.9872600000003,2017-12-31,NUTRAVALOR
Otras provisiones a largo plazo,0.0,2017-12-31,NUTRAVALOR
Pasivo por impuestos diferidos,31996.97698,2017-12-31,NUTRAVALOR
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-12-31,NUTRAVALOR
Provisiones no corrientes por beneficios a los empleados,14461.976540000001,2017-12-31,NUTRAVALOR
Otros pasivos no financieros no corrientes,0.0,2017-12-31,NUTRAVALOR
Total de pasivos no corrientes,85393.15122,2017-12-31,NUTRAVALOR
Total de pasivos,241125.63548000003,2017-12-31,NUTRAVALOR
Capital emitido,63684.49830000001,2017-12-31,NUTRAVALOR
Ganancias (pérdidas) acumuladas,81986.67808,2017-12-31,NUTRAVALOR
Prima de emisión,0.0,2017-12-31,NUTRAVALOR
Acciones propias en cartera,0.0,2017-12-31,NUTRAVALOR
Otras participaciones en el patrimonio,0.0,2017-12-31,NUTRAVALOR
Otras reservas,3433.54282,2017-12-31,NUTRAVALOR
Patrimonio atribuible a los propietarios de la controladora,149104.71920000002,2017-12-31,NUTRAVALOR
Participaciones no controladoras,103013.05202000002,2017-12-31,NUTRAVALOR
Patrimonio total,252117.77122,2017-12-31,NUTRAVALOR
Total de patrimonio y pasivos,493243.40670000005,2017-12-31,NUTRAVALOR
Efectivo y equivalentes al efectivo,3014.578,2017-12-31,INVERCAP
Otros activos financieros corrientes,1048.9501,2017-12-31,INVERCAP
Otros activos no financieros corrientes,0.0,2017-12-31,INVERCAP
Deudores comerciales y otras cuentas por cobrar corrientes,246.70322,2017-12-31,INVERCAP
"Cuentas por cobrar a entidades relacionadas, corrientes",9614.65816,2017-12-31,INVERCAP
Inventarios corrientes,0.0,2017-12-31,INVERCAP
Activos biológicos corrientes,0.0,2017-12-31,INVERCAP
"Activos por impuestos corrientes, corrientes",804.70776,2017-12-31,INVERCAP
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,14729.597240000001,2017-12-31,INVERCAP
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2017-12-31,INVERCAP
Activos corrientes totales,14729.597240000001,2017-12-31,INVERCAP
Otros activos financieros no corrientes,1372.55582,2017-12-31,INVERCAP
Otros activos no financieros no corrientes,1098.1677,2017-12-31,INVERCAP
Cuentas por cobrar no corrientes,0.0,2017-12-31,INVERCAP
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2017-12-31,INVERCAP
"Inventarios, no corrientes",0.0,2017-12-31,INVERCAP
Inversiones contabilizadas utilizando el método de la participación,381720.01642,2017-12-31,INVERCAP
Activos intangibles distintos de la plusvalía,5220.1417,2017-12-31,INVERCAP
Plusvalía,1154.76794,2017-12-31,INVERCAP
"Propiedades, planta y equipo",15128.875020000001,2017-12-31,INVERCAP
Activos biológicos no corrientes,0.0,2017-12-31,INVERCAP
Propiedad de inversión,0.0,2017-12-31,INVERCAP
"Activos por impuestos corrientes, no corrientes",981.2759,2017-12-31,INVERCAP
Activos por impuestos diferidos,156.8811,2017-12-31,INVERCAP
Total de activos no corrientes,406832.6816,2017-12-31,INVERCAP
Total de activos,421562.27884000004,2017-12-31,INVERCAP
Otros pasivos financieros corrientes,7643.493280000001,2017-12-31,INVERCAP
Cuentas por pagar comerciales y otras cuentas por pagar,6065.45398,2017-12-31,INVERCAP
"Cuentas por pagar a entidades relacionadas, corrientes",51.06326,2017-12-31,INVERCAP
Otras provisiones a corto plazo,41.83496,2017-12-31,INVERCAP
"Pasivos por impuestos corrientes, corrientes",97.20476000000001,2017-12-31,INVERCAP
Provisiones corrientes por beneficios a los empleados,177.18336000000002,2017-12-31,INVERCAP
Otros pasivos no financieros corrientes,0.0,2017-12-31,INVERCAP
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,14076.233600000001,2017-12-31,INVERCAP
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-12-31,INVERCAP
Pasivos corrientes totales,14076.233600000001,2017-12-31,INVERCAP
Otros pasivos financieros no corrientes,25530.39956,2017-12-31,INVERCAP
Cuentas por pagar no corrientes,538.3175,2017-12-31,INVERCAP
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-12-31,INVERCAP
Otras provisiones a largo plazo,0.0,2017-12-31,INVERCAP
Pasivo por impuestos diferidos,698.2747,2017-12-31,INVERCAP
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-12-31,INVERCAP
Provisiones no corrientes por beneficios a los empleados,228.86184,2017-12-31,INVERCAP
Otros pasivos no financieros no corrientes,0.0,2017-12-31,INVERCAP
Total de pasivos no corrientes,26995.853600000002,2017-12-31,INVERCAP
Total de pasivos,41072.0872,2017-12-31,INVERCAP
Capital emitido,70203.98464,2017-12-31,INVERCAP
Ganancias (pérdidas) acumuladas,312075.26675999997,2017-12-31,INVERCAP
Prima de emisión,0.0,2017-12-31,INVERCAP
Acciones propias en cartera,0.0,2017-12-31,INVERCAP
Otras participaciones en el patrimonio,0.0,2017-12-31,INVERCAP
Otras reservas,-1788.44454,2017-12-31,INVERCAP
Patrimonio atribuible a los propietarios de la controladora,380490.80686,2017-12-31,INVERCAP
Participaciones no controladoras,-0.61522,2017-12-31,INVERCAP
Patrimonio total,380490.19164000003,2017-12-31,INVERCAP
Total de patrimonio y pasivos,421562.27884000004,2017-12-31,INVERCAP
Efectivo y equivalentes al efectivo,896011.94498,2017-12-31,ANTARCHILE
Otros activos financieros corrientes,116200.90794000002,2017-12-31,ANTARCHILE
Otros activos no financieros corrientes,92476.7943,2017-12-31,ANTARCHILE
Deudores comerciales y otras cuentas por cobrar corrientes,1064829.54342,2017-12-31,ANTARCHILE
